timestamp,water_temp,oat,heater_state,pump_state,pump_speed,waterfall_state,forecast_high,swimming_day
2026-04-11 12:30:00,89,77,on,on,77,on,81.0,Yes
2026-04-11 12:40:00,89,79,on,on,77,on,81.0,Yes
2026-04-11 12:50:00,88,81,on,on,77,on,81.0,Yes
2026-04-11 13:00:00,88,81,on,on,77,on,81.0,Yes
2026-04-11 13:20:00,88,79,on,on,77,on,81.0,Yes
2026-04-11 13:30:00,88,79,on,on,77,on,81.0,Yes
2026-04-11 13:40:00,88,79,on,on,77,on,81.0,Yes
2026-04-11 13:50:00,88,79,on,on,77,on,81.0,Yes
2026-04-11 14:00:00,88,81,on,on,77,on,81.0,Yes
2026-04-11 14:10:00,88,81,on,on,77,on,81.0,Yes
2026-04-11 14:20:00,88,79,on,on,77,on,81.0,Yes
2026-04-11 14:30:00,88,79,on,on,77,on,81.0,Yes
2026-04-11 14:40:00,88,79,on,on,77,on,81.0,Yes
2026-04-11 14:50:00,88,81,on,on,77,on,81.0,Yes
2026-04-11 15:00:00,88,81,on,on,77,on,81.0,Yes
2026-04-11 15:10:00,88,81,on,on,77,on,81.0,Yes
2026-04-11 15:20:00,88,81,on,on,77,on,81.0,Yes
2026-04-11 15:30:00,88,81,on,on,77,on,81.0,Yes
2026-04-11 15:40:00,88,81,on,on,77,on,81.0,Yes
2026-04-11 15:50:00,88,81,on,on,77,on,81.0,Yes
2026-04-11 16:00:00,88,81,on,on,77,on,81.0,Yes
2026-04-11 16:10:00,88,81,on,on,77,on,82.0,Yes
2026-04-11 16:20:00,88,81,on,on,77,on,82.0,Yes
2026-04-11 16:30:00,87,81,on,on,77,on,82.0,Yes
2026-04-11 16:40:00,87,81,on,on,77,on,82.0,Yes
2026-04-11 16:50:00,87,81,on,on,77,on,82.0,Yes
2026-04-11 17:00:00,87,79,on,on,77,on,82.0,Yes
2026-04-11 17:10:00,87,81,on,on,77,on,82.0,Yes
2026-04-11 17:20:00,87,79,on,on,77,on,82.0,Yes
2026-04-11 17:30:00,87,79,on,on,77,on,82.0,Yes
2026-04-11 17:40:00,87,79,on,on,77,on,82.0,Yes
2026-04-11 17:50:00,87,79,on,on,77,on,82.0,Yes
2026-04-11 18:00:00,87,79,on,on,77,on,82.0,Yes
2026-04-11 18:10:00,87,79,on,on,77,on,82.0,Yes
2026-04-11 18:20:00,87,79,on,on,77,on,82.0,Yes
2026-04-11 18:30:00,87,79,on,on,77,on,82.0,Yes
2026-04-11 18:40:00,87,79,on,on,77,on,82.0,Yes
2026-04-11 18:50:00,87,77,on,on,77,on,82.0,Yes
2026-04-11 19:00:00,88,77,on,on,77,on,82.0,Yes
2026-04-11 19:10:00,88,77,on,on,77,on,82.0,Yes
2026-04-11 19:20:00,88,77,on,on,77,on,82.0,Yes
2026-04-11 19:30:00,88,75,on,on,77,on,82.0,Yes
2026-04-11 19:40:00,88,75,on,on,77,on,82.0,Yes
2026-04-11 19:50:00,88,73,on,on,77,on,82.0,Yes
2026-04-11 20:00:00,88,73,on,on,77,on,82.0,Yes
2026-04-11 20:10:00,88,73,on,on,77,off,82.0,Yes
2026-04-11 20:20:00,88,72,on,on,77,off,82.0,Yes
2026-04-11 20:30:00,88,72,on,on,77,off,82.0,Yes
2026-04-11 20:40:00,89,72,on,on,77,off,82.0,Yes
2026-04-11 20:50:00,89,72,on,on,77,off,82.0,Yes
2026-04-11 21:00:00,89,72,on,on,77,off,82.0,Yes
2026-04-11 21:10:00,89,70,on,on,77,off,82.0,Yes
2026-04-11 21:20:00,89,70,on,on,77,off,82.0,Yes
2026-04-11 21:30:00,89,70,on,on,77,off,82.0,Yes
2026-04-11 21:40:00,89,70,on,on,77,off,82.0,Yes
2026-04-11 21:50:00,89,68,on,on,77,off,82.0,Yes
2026-04-11 22:00:00,89,68,on,on,77,off,82.0,Yes
2026-04-11 22:10:00,90,68,on,on,77,off,82.0,Yes
2026-04-11 22:20:00,90,68,on,on,77,off,82.0,Yes
2026-04-11 22:30:00,89,68,on,on,77,off,82.0,Yes
2026-04-11 22:40:00,89,66,on,on,77,off,82.0,Yes
2026-04-11 22:50:00,89,66,on,on,77,off,82.0,Yes
2026-04-11 23:00:00,89,66,on,on,77,off,82.0,Yes
2026-04-11 23:10:00,89,66,on,on,77,off,82.0,Yes
2026-04-11 23:20:00,89,64,on,on,77,off,82.0,Yes
2026-04-11 23:30:00,89,64,on,on,77,off,82.0,Yes
2026-04-11 23:50:00,89,64,on,on,77,off,84.0,Yes
2026-04-12 00:00:00,88,64,on,on,77,off,84.0,Yes
2026-04-12 00:10:00,88,64,off,on,65,off,84.0,Yes
2026-04-12 00:20:00,88,64,on,on,77,off,84.0,Yes
2026-04-12 00:30:00,88,64,on,on,77,off,84.0,Yes
2026-04-12 00:40:00,88,63,on,on,77,off,84.0,Yes
2026-04-12 00:50:00,88,63,on,on,77,off,84.0,Yes
2026-04-12 01:00:00,88,63,on,on,77,off,84.0,Yes
2026-04-12 01:10:00,88,63,on,on,77,off,84.0,Yes
2026-04-12 01:20:00,87,63,on,on,77,off,84.0,Yes
2026-04-12 01:30:00,87,63,on,on,77,off,84.0,Yes
2026-04-12 01:40:00,88,63,on,on,77,off,84.0,Yes
2026-04-12 01:50:00,88,63,on,on,77,off,84.0,Yes
2026-04-12 02:00:00,87,63,on,on,77,off,84.0,Yes
2026-04-12 02:10:00,87,63,on,on,77,off,84.0,Yes
2026-04-12 02:20:00,87,63,on,on,77,off,84.0,Yes
2026-04-12 02:30:00,87,61,on,on,77,off,84.0,Yes
2026-04-12 02:40:00,87,61,on,on,77,off,84.0,Yes
2026-04-12 02:50:00,87,61,on,on,77,off,84.0,Yes
2026-04-12 03:00:00,87,61,on,on,77,off,84.0,Yes
2026-04-12 03:10:00,87,61,on,on,77,off,84.0,Yes
2026-04-12 03:20:00,87,59,on,on,77,off,84.0,Yes
2026-04-12 03:30:00,86,59,on,on,77,off,84.0,Yes
2026-04-12 03:40:00,87,59,on,on,77,off,84.0,Yes
2026-04-12 03:50:00,86,59,on,on,77,off,84.0,Yes
2026-04-12 04:00:00,86,59,on,on,77,off,84.0,Yes
2026-04-12 04:10:00,86,59,on,on,77,off,84.0,Yes
2026-04-12 04:20:00,86,59,on,on,77,off,84.0,Yes
2026-04-12 04:30:00,86,59,on,on,77,off,84.0,Yes
2026-04-12 04:40:00,86,59,on,on,77,off,84.0,Yes
2026-04-12 04:50:00,86,59,on,on,77,off,84.0,Yes
2026-04-12 05:00:00,86,59,on,on,77,off,82.0,Yes
2026-04-12 05:10:00,86,59,on,on,77,off,82.0,Yes
2026-04-12 05:20:00,86,57,on,on,77,off,82.0,Yes
2026-04-12 05:30:00,85,57,on,on,77,off,82.0,Yes
2026-04-12 05:40:00,85,57,on,on,77,off,82.0,Yes
2026-04-12 05:50:00,85,57,on,on,77,off,82.0,Yes
2026-04-12 06:00:00,85,57,on,on,77,off,82.0,Yes
2026-04-12 06:10:00,85,57,on,on,77,off,82.0,Yes
2026-04-12 06:20:00,85,57,on,on,77,off,82.0,Yes
2026-04-12 06:30:00,85,57,on,on,77,off,82.0,Yes
2026-04-12 06:40:00,85,57,on,on,77,off,82.0,Yes
2026-04-12 06:50:00,85,57,on,on,77,off,82.0,Yes
2026-04-12 07:00:00,85,57,on,on,77,off,82.0,Yes
2026-04-12 07:10:00,85,57,on,on,77,off,82.0,Yes
2026-04-12 07:20:00,84,57,on,on,77,off,82.0,Yes
2026-04-12 07:30:00,85,59,on,on,77,off,82.0,Yes
2026-04-12 07:40:00,84,59,on,on,77,off,82.0,Yes
2026-04-12 07:50:00,84,59,on,on,77,off,82.0,Yes
2026-04-12 08:00:00,84,61,on,on,77,off,82.0,Yes
2026-04-12 08:10:00,84,63,on,on,77,on,82.0,Yes
2026-04-12 08:20:00,84,63,on,on,77,on,82.0,Yes
2026-04-12 08:30:00,84,64,on,on,77,on,82.0,Yes
2026-04-12 08:40:00,84,66,on,on,77,on,82.0,Yes
2026-04-12 08:50:00,84,68,on,on,77,on,82.0,Yes
2026-04-12 09:00:00,84,70,on,on,77,on,82.0,Yes
2026-04-12 09:10:00,85,72,on,on,77,on,82.0,Yes
2026-04-12 09:20:00,85,72,on,on,77,on,82.0,Yes
2026-04-12 09:30:00,85,73,on,on,77,on,82.0,Yes
2026-04-12 09:40:00,86,73,on,on,77,on,82.0,Yes
2026-04-12 09:50:00,86,73,on,on,77,on,82.0,Yes
2026-04-12 10:00:00,86,73,on,on,77,on,82.0,Yes
2026-04-12 10:10:00,86,75,on,on,77,on,82.0,Yes
2026-04-12 10:20:00,87,75,on,on,77,on,82.0,Yes
2026-04-12 10:30:00,87,75,on,on,77,on,82.0,Yes
2026-04-12 10:40:00,87,75,on,on,77,on,82.0,Yes
2026-04-12 10:50:00,88,75,on,on,77,on,82.0,Yes
2026-04-12 11:00:00,88,75,on,on,77,on,82.0,Yes
2026-04-12 11:10:00,89,77,on,on,77,on,82.0,Yes
2026-04-12 11:20:00,89,77,on,on,77,on,82.0,Yes
2026-04-12 11:30:00,89,77,on,on,77,on,82.0,Yes
2026-04-12 11:40:00,89,77,on,on,77,on,82.0,Yes
2026-04-12 11:50:00,89,77,on,on,77,on,82.0,Yes
2026-04-12 12:00:00,90,77,on,on,77,on,82.0,Yes
2026-04-12 12:10:00,90,77,on,on,77,on,82.0,Yes
2026-04-12 12:20:00,89,77,on,on,77,on,82.0,Yes
2026-04-12 12:30:00,90,79,on,on,77,on,82.0,Yes
2026-04-12 12:40:00,89,79,on,on,77,on,82.0,Yes
2026-04-12 12:50:00,88,79,on,on,77,on,82.0,Yes
2026-04-12 13:00:00,88,79,on,on,77,on,82.0,Yes
2026-04-12 13:10:00,88,79,on,on,77,on,82.0,Yes
2026-04-12 13:20:00,88,79,on,on,77,on,82.0,Yes
2026-04-12 13:30:00,88,79,on,on,77,on,82.0,Yes
2026-04-12 13:40:00,88,81,on,on,77,on,82.0,Yes
2026-04-12 13:50:00,88,81,on,on,77,on,82.0,Yes
2026-04-12 14:00:00,88,81,on,on,77,on,82.0,Yes
2026-04-12 14:10:00,88,81,on,on,77,on,82.0,Yes
2026-04-12 14:20:00,88,81,on,on,77,on,82.0,Yes
2026-04-12 14:30:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 14:40:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 14:50:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 15:00:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 15:10:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 15:20:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 15:30:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 15:40:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 15:50:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 16:00:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 16:10:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 16:20:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 16:30:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 16:40:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 16:50:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 17:00:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 17:10:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 17:20:00,88,82,on,on,77,on,82.0,Yes
2026-04-12 17:30:00,88,81,on,on,77,on,82.0,Yes
2026-04-12 17:40:00,88,81,on,on,77,on,82.0,Yes
2026-04-12 17:50:00,87,81,on,on,77,on,82.0,Yes
2026-04-12 18:00:00,87,81,on,on,77,on,82.0,Yes
2026-04-12 18:10:00,87,81,on,on,77,on,82.0,Yes
2026-04-12 18:20:00,87,81,on,on,77,on,82.0,Yes
2026-04-12 18:30:00,87,79,on,on,77,on,82.0,Yes
2026-04-12 18:40:00,87,79,on,on,77,on,82.0,Yes
2026-04-12 18:50:00,87,79,on,on,77,on,82.0,Yes
2026-04-12 19:00:00,87,79,on,on,77,on,82.0,Yes
2026-04-12 19:10:00,87,77,on,on,77,on,82.0,Yes
2026-04-12 19:20:00,87,77,on,on,77,on,82.0,Yes
2026-04-12 19:30:00,87,77,on,on,77,on,82.0,Yes
2026-04-12 19:40:00,86,75,on,on,77,on,82.0,Yes
2026-04-12 19:50:00,86,75,on,on,77,on,82.0,Yes
2026-04-12 20:00:00,86,73,on,on,77,off,82.0,Yes
2026-04-12 20:10:00,86,73,on,on,77,off,82.0,Yes
2026-04-12 20:20:00,86,73,on,on,77,off,82.0,Yes
2026-04-12 20:30:00,86,73,on,on,77,off,82.0,Yes
2026-04-12 20:40:00,86,72,on,on,77,off,82.0,Yes
2026-04-12 20:50:00,86,72,on,on,77,off,82.0,Yes
2026-04-12 21:00:00,86,72,on,on,77,off,82.0,Yes
2026-04-12 21:10:00,86,72,on,on,77,off,82.0,Yes
2026-04-12 21:20:00,86,70,on,on,77,off,82.0,Yes
2026-04-12 21:30:00,85,70,on,on,77,off,82.0,Yes
2026-04-12 21:40:00,85,70,on,on,77,off,82.0,Yes
2026-04-12 21:50:00,85,70,on,on,77,off,82.0,Yes
2026-04-12 22:00:00,85,68,on,on,77,off,82.0,Yes
2026-04-12 22:10:00,85,68,on,on,77,off,82.0,Yes
2026-04-12 22:20:00,85,68,on,on,77,off,82.0,Yes
2026-04-12 22:30:00,85,68,on,on,77,off,82.0,Yes
2026-04-12 22:40:00,85,68,on,on,77,off,82.0,Yes
2026-04-12 22:50:00,85,66,on,on,77,off,82.0,Yes
2026-04-12 23:00:00,85,66,on,on,77,off,82.0,Yes
2026-04-12 23:10:00,84,66,on,on,77,off,82.0,Yes
2026-04-12 23:20:00,84,64,on,on,77,off,82.0,Yes
2026-04-12 23:30:00,84,64,on,on,77,off,84.0,Yes
2026-04-12 23:40:00,84,64,on,on,77,off,84.0,Yes
2026-04-12 23:50:00,84,64,on,on,77,off,84.0,Yes
2026-04-13 00:10:00,85,64,off,on,65,off,84.0,Yes
2026-04-13 00:20:00,85,63,on,on,77,off,84.0,Yes
2026-04-13 00:30:00,85,63,on,on,77,off,84.0,Yes
2026-04-13 00:40:00,85,63,on,on,77,off,84.0,Yes
2026-04-13 00:50:00,85,63,on,on,77,off,84.0,Yes
2026-04-13 01:00:00,85,63,on,on,77,off,84.0,Yes
2026-04-13 01:10:00,85,63,on,on,77,off,84.0,Yes
2026-04-13 01:20:00,85,63,on,on,77,off,84.0,Yes
2026-04-13 01:30:00,85,61,on,on,77,off,84.0,Yes
2026-04-13 01:40:00,86,61,on,on,77,off,84.0,Yes
2026-04-13 01:50:00,86,61,on,on,77,off,84.0,Yes
2026-04-13 02:00:00,86,61,on,on,77,off,84.0,Yes
2026-04-13 02:10:00,86,61,on,on,77,off,84.0,Yes
2026-04-13 02:20:00,86,61,on,on,77,off,84.0,Yes
2026-04-13 02:30:00,86,61,on,on,77,off,84.0,Yes
2026-04-13 02:40:00,86,61,on,on,77,off,84.0,Yes
2026-04-13 02:50:00,86,61,on,on,77,off,84.0,Yes
2026-04-13 03:00:00,86,59,on,on,77,off,84.0,Yes
2026-04-13 03:10:00,87,59,on,on,77,off,84.0,Yes
2026-04-13 03:20:00,87,59,on,on,77,off,84.0,Yes
2026-04-13 03:30:00,87,59,on,on,77,off,84.0,Yes
2026-04-13 03:40:00,87,59,on,on,77,off,84.0,Yes
2026-04-13 03:50:00,87,59,on,on,77,off,84.0,Yes
2026-04-13 04:00:00,87,59,on,on,77,off,84.0,Yes
2026-04-13 04:10:00,87,59,on,on,77,off,84.0,Yes
2026-04-13 04:20:00,87,59,on,on,77,off,84.0,Yes
2026-04-13 04:30:00,87,59,on,on,77,off,84.0,Yes
2026-04-13 04:40:00,87,59,on,on,77,off,84.0,Yes
2026-04-13 04:50:00,87,59,on,on,77,off,84.0,Yes
2026-04-13 05:00:00,88,57,on,on,77,off,84.0,Yes
2026-04-13 05:10:00,88,57,on,on,77,off,84.0,Yes
2026-04-13 05:20:00,88,57,on,on,77,off,84.0,Yes
2026-04-13 05:30:00,88,57,on,on,77,off,84.0,Yes
2026-04-13 05:40:00,88,57,on,on,77,off,84.0,Yes
2026-04-13 05:50:00,88,57,on,on,77,off,84.0,Yes
2026-04-13 06:00:00,88,57,on,on,77,off,84.0,Yes
2026-04-13 06:10:00,88,57,on,on,77,off,84.0,Yes
2026-04-13 06:20:00,88,57,on,on,77,off,84.0,Yes
2026-04-13 06:30:00,88,57,on,on,77,off,84.0,Yes
2026-04-13 06:40:00,89,57,on,on,77,off,84.0,Yes
2026-04-13 06:50:00,89,57,on,on,77,off,84.0,Yes
2026-04-13 07:00:00,89,57,on,on,77,off,84.0,Yes
2026-04-13 07:10:00,89,57,on,on,77,off,84.0,Yes
2026-04-13 07:20:00,89,57,on,on,77,off,84.0,Yes
2026-04-13 07:30:00,89,57,on,on,77,off,84.0,Yes
2026-04-13 07:40:00,89,59,on,on,77,off,84.0,Yes
2026-04-13 07:50:00,89,59,on,on,77,off,84.0,Yes
2026-04-13 08:00:00,89,61,on,on,77,off,84.0,Yes
2026-04-13 08:10:00,89,63,on,on,77,on,84.0,Yes
2026-04-13 08:20:00,89,64,on,on,77,on,84.0,Yes
2026-04-13 08:30:00,88,66,on,on,77,on,84.0,Yes
2026-04-13 08:40:00,88,68,on,on,77,on,84.0,Yes
2026-04-13 08:50:00,88,68,on,on,77,on,84.0,Yes
2026-04-13 09:00:00,89,70,on,on,77,on,84.0,Yes
2026-04-13 09:10:00,89,72,on,on,77,on,84.0,Yes
2026-04-13 09:20:00,89,72,on,on,77,on,84.0,Yes
2026-04-13 09:30:00,89,72,on,on,77,on,84.0,Yes
2026-04-13 09:40:00,89,73,on,on,77,on,84.0,Yes
2026-04-13 09:50:00,89,73,on,on,77,on,84.0,Yes
2026-04-13 10:00:00,89,73,on,on,77,on,84.0,Yes
2026-04-13 10:10:00,89,73,on,on,77,on,84.0,Yes
2026-04-13 10:20:00,89,75,on,on,77,on,84.0,Yes
2026-04-13 10:30:00,89,75,on,on,77,on,84.0,Yes
2026-04-13 10:40:00,89,75,on,on,77,on,84.0,Yes
2026-04-13 10:50:00,89,75,on,on,77,on,84.0,Yes
2026-04-13 11:00:00,89,75,on,on,77,on,84.0,Yes
2026-04-13 11:10:00,89,77,on,on,77,on,84.0,Yes
2026-04-13 11:20:00,90,77,on,on,77,on,84.0,Yes
2026-04-13 11:30:00,89,77,on,on,77,on,84.0,Yes
2026-04-13 11:40:00,89,77,on,on,77,on,84.0,Yes
2026-04-13 11:50:00,90,77,on,on,77,on,84.0,Yes
2026-04-13 12:00:00,90,77,on,on,77,on,84.0,Yes
2026-04-13 12:10:00,90,77,on,on,77,on,84.0,Yes
2026-04-13 12:20:00,90,79,on,on,77,on,84.0,Yes
2026-04-13 12:30:00,90,79,on,on,77,on,84.0,Yes
2026-04-13 12:40:00,90,79,on,on,77,on,84.0,Yes
2026-04-13 12:50:00,89,79,on,on,77,on,84.0,Yes
2026-04-13 13:00:00,89,79,on,on,77,on,84.0,Yes
2026-04-13 13:10:00,89,79,on,on,77,on,84.0,Yes
2026-04-13 13:20:00,89,81,on,on,77,on,84.0,Yes
2026-04-13 13:30:00,89,81,on,on,77,on,84.0,Yes
2026-04-13 13:40:00,89,81,on,on,77,on,84.0,Yes
2026-04-13 13:50:00,89,81,on,on,77,on,84.0,Yes
2026-04-13 14:00:00,89,81,on,on,77,on,84.0,Yes
2026-04-13 14:10:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 14:20:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 14:30:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 14:40:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 14:50:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 15:00:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 15:10:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 15:20:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 15:30:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 15:40:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 15:50:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 16:00:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 16:10:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 16:20:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 16:30:00,89,84,on,on,77,on,84.0,Yes
2026-04-13 16:40:00,89,84,on,on,77,on,84.0,Yes
2026-04-13 16:50:00,89,82,on,on,77,on,84.0,Yes
2026-04-13 17:00:00,89,84,on,on,77,on,84.0,Yes
2026-04-13 17:10:00,88,82,on,on,77,on,84.0,Yes
2026-04-13 17:20:00,88,82,on,on,77,on,84.0,Yes
2026-04-13 17:30:00,88,82,on,on,77,on,84.0,Yes
2026-04-13 17:40:00,88,82,on,on,77,on,84.0,Yes
2026-04-13 17:50:00,88,82,on,on,77,on,84.0,Yes
2026-04-13 18:00:00,88,82,on,on,77,on,84.0,Yes
2026-04-13 18:10:00,88,82,on,on,77,on,84.0,Yes
2026-04-13 18:20:00,88,82,on,on,77,on,84.0,Yes
2026-04-13 18:30:00,88,82,on,on,77,on,84.0,Yes
2026-04-13 18:40:00,88,82,on,on,77,on,84.0,Yes
2026-04-13 18:50:00,88,81,on,on,77,on,84.0,Yes
2026-04-13 19:00:00,88,81,on,on,77,on,84.0,Yes
2026-04-13 19:10:00,88,81,on,on,77,on,84.0,Yes
2026-04-13 19:20:00,88,79,on,on,77,on,84.0,Yes
2026-04-13 19:30:00,87,79,on,on,77,on,84.0,Yes
2026-04-13 19:40:00,87,77,on,on,77,on,84.0,Yes
2026-04-13 19:50:00,87,77,on,on,77,on,84.0,Yes
2026-04-13 20:00:00,87,77,on,on,77,on,84.0,Yes
2026-04-13 20:10:00,87,75,on,on,77,off,84.0,Yes
2026-04-13 20:20:00,87,75,on,on,77,off,84.0,Yes
2026-04-13 20:30:00,87,75,on,on,77,off,84.0,Yes
2026-04-13 20:40:00,87,75,on,on,77,off,84.0,Yes
2026-04-13 20:50:00,87,75,on,on,77,off,84.0,Yes
2026-04-13 21:00:00,87,73,on,on,77,off,84.0,Yes
2026-04-13 21:10:00,87,73,on,on,77,off,84.0,Yes
2026-04-13 21:20:00,87,73,on,on,77,off,84.0,Yes
2026-04-13 21:30:00,87,73,on,on,77,off,84.0,Yes
2026-04-13 21:40:00,87,72,on,on,77,off,84.0,Yes
2026-04-13 21:50:00,87,72,on,on,77,off,84.0,Yes
2026-04-13 22:00:00,87,72,on,on,77,off,84.0,Yes
2026-04-13 22:10:00,88,72,on,on,77,off,84.0,Yes
2026-04-13 22:20:00,88,72,on,on,77,off,84.0,Yes
2026-04-13 22:30:00,88,70,on,on,77,off,84.0,Yes
2026-04-13 22:40:00,88,70,on,on,77,off,84.0,Yes
2026-04-13 22:50:00,88,70,on,on,77,off,84.0,Yes
2026-04-13 23:00:00,88,70,on,on,77,off,84.0,Yes
2026-04-13 23:10:00,89,70,on,on,77,off,84.0,Yes
2026-04-13 23:20:00,89,68,on,on,77,off,84.0,Yes
2026-04-13 23:30:00,89,68,on,on,77,off,84.0,Yes
2026-04-13 23:40:00,89,68,on,on,77,off,84.0,Yes
2026-04-13 23:50:00,89,68,on,on,77,off,84.0,Yes
2026-04-14 00:10:00,89,68,off,on,65,off,86.0,Yes
2026-04-14 00:20:00,89,68,on,on,77,off,86.0,Yes
2026-04-14 00:30:00,89,68,on,on,77,off,86.0,Yes
2026-04-14 00:40:00,89,66,on,on,77,off,86.0,Yes
2026-04-14 00:50:00,89,66,on,on,77,off,86.0,Yes
2026-04-14 01:00:00,89,66,on,on,77,off,86.0,Yes
2026-04-14 01:10:00,88,66,on,on,77,off,86.0,Yes
2026-04-14 01:20:00,89,66,on,on,77,off,86.0,Yes
2026-04-14 01:30:00,89,66,on,on,77,off,86.0,Yes
2026-04-14 01:40:00,88,64,on,on,77,off,86.0,Yes
2026-04-14 01:50:00,88,64,on,on,77,off,86.0,Yes
2026-04-14 02:00:00,88,64,on,on,77,off,86.0,Yes
2026-04-14 02:10:00,88,64,on,on,77,off,86.0,Yes
2026-04-14 02:20:00,88,64,on,on,77,off,86.0,Yes
2026-04-14 02:30:00,88,64,on,on,77,off,86.0,Yes
2026-04-14 02:40:00,88,64,on,on,77,off,86.0,Yes
2026-04-14 02:50:00,88,64,on,on,77,off,86.0,Yes
2026-04-14 03:00:00,88,64,on,on,77,off,86.0,Yes
2026-04-14 03:10:00,88,64,on,on,77,off,86.0,Yes
2026-04-14 03:20:00,87,64,on,on,77,off,86.0,Yes
2026-04-14 03:30:00,87,64,on,on,77,off,86.0,Yes
2026-04-14 03:40:00,87,64,on,on,77,off,86.0,Yes
2026-04-14 03:50:00,87,64,on,on,77,off,86.0,Yes
2026-04-14 04:00:00,87,63,on,on,77,off,86.0,Yes
2026-04-14 04:10:00,87,63,on,on,77,off,86.0,Yes
2026-04-14 04:20:00,87,63,on,on,77,off,86.0,Yes
2026-04-14 04:30:00,87,63,on,on,77,off,86.0,Yes
2026-04-14 04:40:00,87,63,on,on,77,off,86.0,Yes
2026-04-14 04:50:00,87,63,on,on,77,off,86.0,Yes
